Suburb,Council,Post Code,District,Latitude,Longitude,State
Breakaway Creek,Glenelg Shire,3303,South West District,-37.8908,141.4424,Victoria
Breakwater,Greater Geelong City,3219,Central District,-38.0518,144.4614,Victoria
Breamlea,Surf Coast Shire,3227,Central District,-38.34,144.1153,Victoria
Breamlea,Greater Geelong City,3227,Central District,-38.0518,144.4614,Victoria
Brenanah,Loddon Shire,3517,Northern Country District,-36.4041,143.8296,Victoria
Brewster,Pyrenees Shire,3352,South West District,-37.3276,143.3647,Victoria
Briagolong,Wellington Shire,3860,West & South Gippsland District,-35.35,139.3833,Victoria
Briar Hill,Banyule City,3088,Central District,-37.7339,145.0858,Victoria
Bridge Creek,Mansfield Shire,3723,North East District,-37.05,146.0833,Victoria
Bridgewater,Loddon Shire,3516,Northern Country District,-36.4041,143.8296,Victoria
Bridgewater North,Loddon Shire,3516,Northern Country District,-36.4041,143.8296,Victoria
Bridgewater On Loddon,Loddon Shire,3516,Northern Country District,-36.4041,143.8296,Victoria
Bright,Alpine Shire,3741,North East District,-36.8341,146.9794,Victoria
Brighton,Bayside City,3186,Central District,-37.9399,145.0193,Victoria
Brighton East,Glen Eira City,3187,Central District,-37.8995,145.041,Victoria
Brighton East,Bayside City,3187,Central District,-37.9399,145.0193,Victoria
Brim,Yarriambiack Shire (South Of Netting Fence),3391,Wimmera District,-36.0262,142.4045,Victoria
Brimboal,Glenelg Shire,3312,South West District,-37.8908,141.4424,Victoria
Brimin,Indigo Shire,3685,North East District,-36.2085,146.6863,Victoria
Brimpaen,Horsham Rural City,3401,Wimmera District,-36.7167,142.2,Victoria
Bringalbert,West Wimmera Shire,3319,Wimmera District,-36.5992,141.4004,Victoria
Brit Brit,Southern Grampians Shire,3315,South West District,-37.5299,142.0253,Victoria
Broadford,Mitchell Shire,3658,North Central District,-37.1754,144.98,Victoria
Broadlands,East Gippsland Shire,3875,East Gippsland District,-37.3456,148.5829,Victoria
Broadmeadows,Hume City,3047,Central District,-37.5972,144.8051,Victoria
Broadwater,Moyne Shire,3301,South West District,-38.1879,142.4622,Victoria
Brodribb River,East Gippsland Shire,3888,East Gippsland District,-37.3456,148.5829,Victoria
Broken Creek,Benalla Rural City,3673,North East District,-36.5904,146.0281,Victoria
Bromley,Central Goldfields Shire,3472,North Central District,-36.9789,143.7386,Victoria
Brookfield,Melton City,3338,Central District,-37.6833,144.5833,Victoria
Brooklyn,Hobsons Bay City,3012,Central District,-37.8569,144.8335,Victoria
Brooklyn,Brimbank City,3012,Central District,-37.7429,144.8164,Victoria
Brookville,East Gippsland Shire,3896,East Gippsland District,-37.3456,148.5829,Victoria
Broomfield,Hepburn Shire,3364,Central District,-37.3167,144.1333,Victoria
Broughton,Hindmarsh Shire,3418,Wimmera District,-36.0329,141.7328,Victoria
Brown Hill,Ballarat City,3350,Central District,-37.5662,143.8496,Victoria
Browns Plains,Indigo Shire,3685,North East District,-36.2085,146.6863,Victoria
Bruarong,Indigo Shire,3749,North East District,-36.2085,146.6863,Victoria
Brucknell,Corangamite Shire,3268,South West District,-38.216,143.2354,Victoria
Brunswick,Moreland City,3056,Central District,-37.7356,144.9375,Victoria
Brunswick East,Moreland City,3057,Central District,-37.7356,144.9375,Victoria
Brunswick West,Moreland City,3055,Central District,-37.7356,144.9375,Victoria
Bruthen,East Gippsland Shire,3885,East Gippsland District,-37.3456,148.5829,Victoria
Buangor,Ararat Rural City,3375,South West District,-37.2833,142.9333,Victoria
Buangor,Pyrenees Shire,3375,South West District,-37.3276,143.3647,Victoria
Buchan,East Gippsland Shire,3885,East Gippsland District,-37.3456,148.5829,Victoria
Buchan South,East Gippsland Shire,3885,East Gippsland District,-37.3456,148.5829,Victoria
Buckland,Alpine Shire,3740,North East District,-36.8341,146.9794,Victoria
Buckley,Surf Coast Shire,3240,Central District,-38.34,144.1153,Victoria
Buckley Swamp,Southern Grampians Shire,3301,South West District,-37.5299,142.0253,Victoria
Buckrabanyule,Buloke Shire,3525,Mallee District,-35.8464,143.05200000000002,Victoria
Buckrabanyule,Loddon Shire,3525,Northern Country District,-36.4041,143.8296,Victoria
Buckrabanyule,Buloke Shire,3525,Mallee District,-35.8464,143.05200000000002,Victoria
Buckrabanyule,Loddon Shire,3525,Northern Country District,-36.4041,143.8296,Victoria
Budgeree,Latrobe City,3870,West & South Gippsland District,-38.2538,146.4612,Victoria
Budgerum East,Gannawarra Shire,3579,Mallee District,-35.7321,143.8532,Victoria
Buffalo,South Gippsland Shire,3958,West & South Gippsland District,-38.699,146.067,Victoria
Buffalo River,Alpine Shire,3737,North East District,-36.8341,146.9794,Victoria
Bulart,Southern Grampians Shire,3314,South West District,-37.5299,142.0253,Victoria
Buldah,East Gippsland Shire,3890,East Gippsland District,-37.3456,148.5829,Victoria
Bulga,Swan Hill Rural City,3586,Mallee District,-35.3378,143.5544,Victoria
Bulgana,Northern Grampians Shire,3377,Wimmera District,-36.8496,142.873,Victoria
Bulla,Hume City,3428,Central District,-37.5972,144.8051,Victoria
Bulla,Hume City,3428,Central District,-37.5972,144.8051,Victoria
Bullaharre,Corangamite Shire,3266,South West District,-38.216,143.2354,Victoria
Bullarook,Hepburn Shire,3352,Central District,-37.3167,144.1333,Victoria
Bullarook,Moorabool Shire,3352,Central District,-38.0833,144.3,Victoria
Bullarto,Hepburn Shire,3461,Central District,-37.3167,144.1333,Victoria
Bullarto South,Moorabool Shire,3461,Central District,-38.0833,144.3,Victoria
Bullarto South,Hepburn Shire,3461,Central District,-37.3167,144.1333,Victoria
Bulleen,Manningham City,3105,Central District,-37.7571,145.1805,Victoria
Bullengarook,Macedon Ranges Shire,3437,Central District,-37.3334,144.6158,Victoria
Bullioh,Towong Shire,3700,North East District,-36.3659,147.6272,Victoria
Bullumwaal,East Gippsland Shire,3875,East Gippsland District,-37.3456,148.5829,Victoria
Buln Buln,Baw Baw Shire,3821,West & South Gippsland District,-37.97,146.144,Victoria
Buln Buln East,Baw Baw Shire,3821,West & South Gippsland District,-37.97,146.144,Victoria
Bumberrah,East Gippsland Shire,3902,East Gippsland District,-37.3456,148.5829,Victoria
Bunbartha,Greater Shepparton City,3634,Northern Country District,-36.4274,145.4152,Victoria
Bundalaguah,Wellington Shire,3851,West & South Gippsland District,-35.35,139.3833,Victoria
Bundalong,Moira Shire,3730,Northern Country District,-36.0506,145.5381,Victoria
Bundalong South,Moira Shire,3730,Northern Country District,-36.0506,145.5381,Victoria
Bunding,Moorabool Shire,3342,Central District,-38.0833,144.3,Victoria
Bundoora,Whittlesea City,3083,Central District,-37.5167,145.1167,Victoria
Bundoora,Darebin City,3083,Central District,-37.7667,145.05,Victoria
Bundoora,Banyule City,3083,Central District,-37.7339,145.0858,Victoria
Bung Bong,Central Goldfields Shire,3465,North Central District,-36.9789,143.7386,Victoria
Bung Bong,Pyrenees Shire,3465,South West District,-37.3276,143.3647,Victoria
Bungador,Colac Otway Shire,3260,South West District,-38.4387,143.5967,Victoria
Bungal,Moorabool Shire,3334,Central District,-38.0833,144.3,Victoria
Bungalally,Horsham Rural City,3401,Wimmera District,-36.7167,142.2,Victoria
Bungaree,Moorabool Shire,3352,Central District,-38.0833,144.3,Victoria
Bungeet,Benalla Rural City,3726,North East District,-36.5904,146.0281,Victoria
Bungeet West,Benalla Rural City,3726,North East District,-36.5904,146.0281,Victoria
Bungil,Towong Shire,3691,North East District,-36.3659,147.6272,Victoria
Bunguluke,Buloke Shire,3527,Mallee District,-35.8464,143.05200000000002,Victoria
Buninyong,Moorabool Shire,3357,Central District,-38.0833,144.3,Victoria
Buninyong,Ballarat City,3357,Central District,-37.5662,143.8496,Victoria
Bunkers Hill,Ballarat City,3352,Central District,-37.5662,143.8496,Victoria
Bunyip,Cardinia Shire,3815,Central District,-38.15,145.4167,Victoria
Bunyip North,Cardinia Shire,3815,Central District,-38.15,145.4167,Victoria
Burkes Bridge,Gannawarra Shire,3568,Mallee District,-35.7321,143.8532,Victoria
Burkes Flat,Loddon Shire,3475,Northern Country District,-36.4041,143.8296,Victoria
Burnbank,Pyrenees Shire,3371,South West District,-37.3276,143.3647,Victoria
Burnewang,Campaspe Shire,3558,Northern Country District,-36.3234,144.7084,Victoria
Burnley,Yarra City,3121,Central District,-37.8049,145.0034,Victoria
Burnside,Melton City,3023,Central District,-37.6833,144.5833,Victoria
Burnside Heights,Melton City,3023,Central District,-37.6833,144.5833,Victoria
Burramboot,Campaspe Shire,3559,Northern Country District,-36.3234,144.7084,Victoria
Burramine,Moira Shire,3730,Northern Country District,-36.0506,145.5381,Victoria
Burramine South,Moira Shire,3730,Northern Country District,-36.0506,145.5381,Victoria
Burrowye,Towong Shire,3709,North East District,-36.3659,147.6272,Victoria
Burrumbeet,Pyrenees Shire,3352,South West District,-37.3276,143.3647,Victoria
Burrumbeet,Ballarat City,3352,Central District,-37.5662,143.8496,Victoria
Burwood,Monash City,3125,Central District,-37.8968,145.1471,Victoria
Burwood,Whitehorse City,3125,Central District,-37.8287,145.1543,Victoria
Burwood East,Whitehorse City,3151,Central District,-37.8287,145.1543,Victoria
Bushfield,Warrnambool City,3281,South West District,-38.3833,142.4833,Victoria
Bushfield,Moyne Shire,3281,South West District,-38.1879,142.4622,Victoria
Bushy Park,Wellington Shire,3860,West & South Gippsland District,-35.35,139.3833,Victoria
Butchers Ridge,East Gippsland Shire,3885,East Gippsland District,-37.3456,148.5829,Victoria
Buxton,Murrindindi Shire,3711,North Central District,-37.3667,145.5333,Victoria
Byaduk,Moyne Shire,3301,South West District,-38.1879,142.4622,Victoria
Byaduk,Southern Grampians Shire,3301,South West District,-37.5299,142.0253,Victoria
Byaduk North,Southern Grampians Shire,3300,South West District,-37.5299,142.0253,Victoria
Byawatha,Wangaratta Rural City,3678,North East District,-36.3667,146.3333,Victoria
Bylands,Macedon Ranges Shire,3762,Central District,-37.3334,144.6158,Victoria
Bylands,Mitchell Shire,3762,North Central District,-37.1754,144.98,Victoria
Byrneside,Greater Shepparton City,3617,Northern Country District,-36.4274,145.4152,Victoria
Cabarita,Mildura Rural City,3505,Mallee District,-34.2,142.15,Victoria
Cabbage Tree,Hepburn Shire,3364,Central District,-37.3167,144.1333,Victoria
Cabbage Tree Creek,East Gippsland Shire,3889,East Gippsland District,-37.3456,148.5829,Victoria
Cadello,Macedon Ranges Shire,3442,Central District,-37.3334,144.6158,Victoria
Cairnlea,Brimbank City,3023,Central District,-37.7429,144.8164,Victoria
Caldermeade,Cardinia Shire,3984,Central District,-38.15,145.4167,Victoria
California Gully,Greater Bendigo City,3556,Northern Country District,-36.7228,144.4397,Victoria
Calivil,Loddon Shire,3573,Northern Country District,-36.4041,143.8296,Victoria
Callawadda,Northern Grampians Shire,3387,Wimmera District,-36.8496,142.873,Victoria
Callignee,Latrobe City,3844,West & South Gippsland District,-38.2538,146.4612,Victoria
Callignee North,Wellington Shire,3844,West & South Gippsland District,-35.35,139.3833,Victoria
Callignee South,Wellington Shire,3844,West & South Gippsland District,-35.35,139.3833,Victoria
Calrossie,Wellington Shire,3971,West & South Gippsland District,-35.35,139.3833,Victoria
Calulu,East Gippsland Shire,3875,East Gippsland District,-37.3456,148.5829,Victoria
Camberwell,Boroondara City,3124,Central District,-37.8264,145.053,Victoria
Cambrian Hill,Golden Plains Shire,3352,Central District,-37.8523,143.8635,Victoria
Campbellfield,Hume City,3061,Central District,-37.5972,144.8051,Victoria
Campbells Bridge,Northern Grampians Shire,3387,Wimmera District,-36.8496,142.873,Victoria
Campbells Creek,Mount Alexander Shire,3451,North Central District,-37.0761,144.1882,Victoria
Campbells Forest,Loddon Shire,3556,Northern Country District,-36.4041,143.8296,Victoria
Campbells Forest,Loddon Shire,3556,Northern Country District,-36.4041,143.8296,Victoria
Campbelltown,Central Goldfields Shire,3364,North Central District,-36.9789,143.7386,Victoria
Campbelltown,Mount Alexander Shire,3364,North Central District,-37.0761,144.1882,Victoria
Campbelltown,Hepburn Shire,3364,Central District,-37.3167,144.1333,Victoria
Camperdown,Corangamite Shire,3260,South West District,-38.216,143.2354,Victoria
Canadian,Ballarat City,3350,Central District,-37.5662,143.8496,Victoria
Canary Island,Loddon Shire,3537,Northern Country District,-36.4041,143.8296,Victoria
Caniambo,Greater Shepparton City,3630,Northern Country District,-36.4274,145.4152,Victoria
Cann River,East Gippsland Shire,3890,East Gippsland District,-37.3456,148.5829,Victoria
Cannie,Gannawarra Shire,3540,Mallee District,-35.7321,143.8532,Victoria
Cannons Creek,Casey City,3977,Central District,-38.0952,145.3228,Victoria
Cannum,Yarriambiack Shire (South Of Netting Fence),3393,Wimmera District,-36.0262,142.4045,Victoria
Canterbury,Boroondara City,3126,Central District,-37.8264,145.053,Victoria
Canterbury,Boroondara City,3126,Central District,-37.8264,145.053,Victoria
Cape Bridgewater,Glenelg Shire,3305,South West District,-37.8908,141.4424,Victoria
Cape Clear,Golden Plains Shire,3351,Central District,-37.8523,143.8635,Victoria
Cape Conran,East Gippsland Shire,3888,East Gippsland District,-37.3456,148.5829,Victoria
Cape Otway,Colac Otway Shire,3233,South West District,-38.4387,143.5967,Victoria
Cape Paterson,Bass Coast Shire,3995,Central District,-38.4851,145.5639,Victoria
Cape Schanck,Mornington Peninsula Shire,3939,Central District,-38.3327,144.9566,Victoria
Cape Woolamai,Bass Coast Shire,3925,Central District,-38.4851,145.5639,Victoria
Capel Sound,Mornington Peninsula Shire,3940,Central District,-38.3327,144.9566,Victoria
Capels Crossing,Gannawarra Shire,3579,Mallee District,-35.7321,143.8532,Victoria
Carag Carag,Campaspe Shire,3623,Northern Country District,-36.3234,144.7084,Victoria
Caralulup,Central Goldfields Shire,3371,North Central District,-36.9789,143.7386,Victoria
Caramut,Moyne Shire,3274,South West District,-38.1879,142.4622,Victoria
Carapooee,Northern Grampians Shire,3477,Wimmera District,-36.8496,142.873,Victoria
Carapooee West,Northern Grampians Shire,3477,Wimmera District,-36.8496,142.873,Victoria
Carapook,Southern Grampians Shire,3312,South West District,-37.5299,142.0253,Victoria
Carapook,Glenelg Shire,3312,South West District,-37.8908,141.4424,Victoria
Carboor,Wangaratta Rural City,3678,North East District,-36.3667,146.3333,Victoria
Cardigan,Ballarat City,3352,Central District,-37.5662,143.8496,Victoria
Cardigan Village,Ballarat City,3352,Central District,-37.5662,143.8496,Victoria
Cardinia,Cardinia Shire,3978,Central District,-38.15,145.4167,Victoria
Cardross,Mildura Rural City,3496,Mallee District,-34.2,142.15,Victoria
Cargerie,Moorabool Shire,3334,Central District,-38.0833,144.3,Victoria
Carina,Mildura Rural City,3512,Mallee District,-34.2,142.15,Victoria
Caringal,Baw Baw Shire,3825,West & South Gippsland District,-37.97,146.144,Victoria
Carisbrook,Central Goldfields Shire,3464,North Central District,-36.9789,143.7386,Victoria
Carisbrook,Mount Alexander Shire,3464,North Central District,-37.0761,144.1882,Victoria
Carlisle River,Colac Otway Shire,3239,South West District,-38.4387,143.5967,Victoria
Carlsruhe,Macedon Ranges Shire,3442,Central District,-37.3334,144.6158,Victoria
Carlton,Melbourne City,3053,Central District,-37.814,144.9633,Victoria
Carlton North,Melbourne City,3054,Central District,-37.814,144.9633,Victoria
Carlton North,Yarra City,3054,Central District,-37.8049,145.0034,Victoria
Carlyle,Indigo Shire,3685,North East District,-36.2085,146.6863,Victoria
Carnegie,Glen Eira City,3163,Central District,-37.8995,145.041,Victoria
Carngham,Pyrenees Shire,3351,South West District,-37.3276,143.3647,Victoria
Caroline Springs,Melton City,3023,Central District,-37.6833,144.5833,Victoria
Carpendeit,Corangamite Shire,3260,South West District,-38.216,143.2354,Victoria
Carpendeit,Colac Otway Shire,3260,South West District,-38.4387,143.5967,Victoria
Carrajung,Wellington Shire,3844,West & South Gippsland District,-35.35,139.3833,Victoria
Carrajung Lower,Wellington Shire,3844,West & South Gippsland District,-35.35,139.3833,Victoria
Carrajung South,Wellington Shire,3844,West & South Gippsland District,-35.35,139.3833,Victoria
Carranballac,Ararat Rural City,3361,South West District,-37.2833,142.9333,Victoria
Carranballac,Pyrenees Shire,3361,South West District,-37.3276,143.3647,Victoria
Carron,Buloke Shire,3480,Mallee District,-35.8464,143.05200000000002,Victoria
Carrum,Kingston City,3197,Central District,-38.0045,145.0953,Victoria
Carrum Downs,Frankston City,3201,Central District,-38.1333,145.1167,Victoria
Carwarp,Mildura Rural City,3494,Mallee District,-34.2,142.15,Victoria
Cashmore,Glenelg Shire,3305,South West District,-37.8908,141.4424,Victoria
Cassilis,East Gippsland Shire,3898,East Gippsland District,-37.3456,148.5829,Victoria
Castella,Murrindindi Shire,3777,North Central District,-37.3667,145.5333,Victoria
